fecha,mes,dia_semana,hora,tipo,rango_londres,ratio_mecha_sweep,distancia_sl,resultado
2018-02-13 09:50,2,1,9,1,4.23,0.297,2.62,1
2018-02-14 09:25,2,2,9,1,3.34,0.25,4.51,1
2018-02-16 10:30,2,4,10,1,8.27,0.103,3.3,0
2018-02-20 09:40,2,1,9,0,3.95,0.003,2.23,1
2018-02-21 09:35,2,2,9,0,4.55,0.478,1.73,0
2018-02-22 10:50,2,3,10,0,3.59,0.115,3.02,0
2018-02-23 10:15,2,4,10,1,4.42,0.128,2.42,1
2018-02-26 09:45,2,0,9,1,4.45,0.233,3.91,0
2018-02-28 09:55,2,2,9,0,4.36,0.505,4.59,1
2018-03-01 10:30,3,3,10,1,8.26,0.058,6.79,1
2018-03-02 09:30,3,4,9,0,8.23,0.629,2.59,1
2018-03-06 09:20,3,1,9,0,9.79,0.582,1.82,0
2018-03-09 09:10,3,4,9,1,3.0,0.754,1.09,0
2018-03-13 10:10,3,1,10,0,3.07,0.455,5.0,0
2018-03-14 09:45,3,2,9,1,3.06,0.12,2.04,0
2018-03-15 09:30,3,3,9,1,3.84,0.519,2.32,0
2018-03-19 10:05,3,0,10,0,4.63,0.2,1.52,0
2018-03-21 09:50,3,2,9,0,3.95,0.965,2.45,0
2018-03-22 09:55,3,3,9,1,6.04,0.788,2.72,0
2018-03-23 09:30,3,4,9,0,4.64,0.78,5.13,0
2018-03-27 09:45,3,1,9,1,12.0,0.961,3.01,1
2018-04-02 10:45,4,0,10,0,4.56,0.35,1.89,0
2018-04-04 09:35,4,2,9,0,12.88,0.664,5.16,1
2018-04-05 09:35,4,3,9,1,6.23,0.207,4.52,1
2018-04-06 09:50,4,4,9,0,6.3,0.479,5.27,0
2018-04-09 09:30,4,0,9,0,4.9,0.747,2.9,0
2018-04-10 09:50,4,1,9,0,5.98,0.225,1.81,0
2018-04-12 10:45,4,3,10,1,8.31,0.804,1.83,0
2018-04-13 10:20,4,4,10,0,8.88,0.431,1.37,0
2018-04-16 10:30,4,0,10,0,4.72,0.77,1.34,1
2018-04-17 09:20,4,1,9,1,8.03,0.821,2.46,1
2018-04-18 10:35,4,2,10,0,8.17,0.536,2.1,1
2018-04-20 10:55,4,4,10,1,4.86,0.977,2.74,0
2018-04-23 10:35,4,0,10,1,8.12,0.993,2.27,1
2018-04-24 09:50,4,1,9,1,3.41,0.788,3.54,1
2018-04-30 10:00,4,0,10,1,6.26,0.202,3.39,1
2018-05-01 10:00,5,1,10,1,4.1,0.182,2.22,0
2018-05-02 10:25,5,2,10,1,2.87,0.94,1.93,1
2018-05-04 10:00,5,4,10,1,3.35,0.567,2.6,1
2018-05-08 10:25,5,1,10,1,6.12,0.075,1.78,1
2018-05-09 09:20,5,2,9,0,8.82,0.86,1.94,0
2018-05-10 09:40,5,3,9,0,7.32,0.421,4.09,1
2018-05-11 14:55,5,4,14,1,6.95,0.167,1.93,0
2018-05-15 10:00,5,1,10,1,6.01,0.492,3.54,0
2018-05-16 14:30,5,2,14,0,10.21,0.289,1.73,0
2018-05-17 09:30,5,3,9,0,5.29,0.419,1.9,0
2018-05-18 09:30,5,4,9,1,4.87,0.697,3.46,1
2018-05-21 09:45,5,0,9,0,3.68,0.747,1.38,0
2018-05-23 09:30,5,2,9,1,8.82,0.238,1.68,1
2018-05-24 10:40,5,3,10,0,2.4,0.155,1.61,0
2018-05-25 09:15,5,4,9,0,3.9,0.348,1.89,1
2018-05-29 09:25,5,1,9,1,10.6,0.151,2.55,1
2018-05-31 09:30,5,3,9,1,3.26,0.74,1.96,1
2018-06-01 09:20,6,4,9,1,5.75,0.612,1.88,1
2018-06-04 09:40,6,0,9,0,6.82,0.955,2.04,1
2018-06-05 13:15,6,1,13,0,3.67,0.361,0.91,0
2018-06-06 10:10,6,2,10,0,4.96,0.96,1.7,1
2018-06-07 09:20,6,3,9,0,3.16,0.227,2.24,1
2018-06-11 10:05,6,0,10,0,3.93,0.194,1.86,0
2018-06-12 10:25,6,1,10,0,1.88,0.702,1.46,0
2018-06-13 09:25,6,2,9,0,3.02,0.94,1.41,0
2018-06-14 10:30,6,3,10,1,3.95,0.816,2.69,0
2018-06-15 09:25,6,4,9,1,3.7,0.247,2.63,0
2018-06-20 13:10,6,2,13,1,4.07,0.529,0.75,0
2018-06-22 09:45,6,4,9,1,3.31,0.462,2.72,1
2018-06-27 09:50,6,2,9,1,4.61,0.336,1.66,0
2018-06-28 14:45,6,3,14,1,4.82,0.366,1.06,1
2018-07-02 10:00,7,0,10,1,1.84,0.393,1.57,0
2018-07-05 09:55,7,3,9,0,4.72,0.833,1.87,0
2018-07-06 09:30,7,4,9,0,3.09,0.337,1.91,1
2018-07-09 13:50,7,0,13,1,6.5,0.231,1.62,0
2018-07-11 14:15,7,2,14,1,5.11,0.546,1.22,0
2018-07-12 09:35,7,3,9,0,3.91,0.071,1.99,0
2018-07-16 09:45,7,0,9,1,3.07,0.283,1.59,0
2018-07-17 10:00,7,1,10,1,5.52,0.251,2.45,0
2018-07-18 09:30,7,2,9,0,3.76,1.0,1.64,0
2018-07-19 09:10,7,3,9,1,9.2,0.586,1.29,1
2018-07-20 09:25,7,4,9,0,4.51,0.879,3.36,0
2018-07-23 09:25,7,0,9,1,4.58,0.171,1.49,0
2018-07-25 10:15,7,2,10,0,7.64,0.328,3.5,1
2018-07-26 10:40,7,3,10,1,3.49,0.25,1.82,0
2018-09-04 10:40,9,1,10,1,4.87,0.482,1.56,1
2018-09-05 09:30,9,2,9,0,3.96,0.545,1.79,0
2018-09-07 10:45,9,4,10,1,4.03,0.308,4.24,0
2018-09-10 09:30,9,0,9,0,4.12,0.352,1.36,0
2018-09-11 10:05,9,1,10,1,4.08,0.477,4.35,1
2018-09-13 09:45,9,3,9,0,3.86,0.26,2.13,1
2018-09-14 09:30,9,4,9,1,4.27,0.038,2.06,0
2018-09-18 14:35,9,1,14,1,7.19,0.618,1.42,0
2018-09-19 09:50,9,2,9,0,2.46,0.603,2.61,1
2018-09-20 09:50,9,3,9,0,4.93,0.235,2.14,0
2018-09-21 09:45,9,4,9,1,6.89,0.523,4.33,0
2018-09-27 09:35,9,3,9,1,4.51,0.831,2.1,0
2018-10-01 09:50,10,0,9,0,3.38,0.02,2.71,1
2018-10-02 10:35,10,1,10,0,5.57,0.94,2.73,0
2018-10-03 10:15,10,2,10,1,3.35,0.323,3.01,0
2018-10-04 09:55,10,3,9,0,5.23,0.292,1.49,0
2018-10-05 09:20,10,4,9,0,6.45,0.549,2.68,0
2018-10-08 09:45,10,0,9,1,5.02,0.866,2.0,0
2018-10-10 14:55,10,2,14,0,5.26,0.184,1.31,0
2018-10-12 10:00,10,4,10,0,6.0,0.648,3.55,1
2018-10-16 09:35,10,1,9,0,4.28,0.132,1.7,1
2018-10-17 14:20,10,2,14,1,6.4,0.744,1.48,0
2018-10-18 10:35,10,3,10,0,5.07,0.486,1.86,0
2018-10-19 09:30,10,4,9,0,5.88,0.72,1.7,1
2018-10-22 09:55,10,0,9,1,6.22,0.745,1.85,0
2018-10-23 09:30,10,1,9,0,8.93,0.215,1.89,1
2018-10-25 10:55,10,3,10,1,5.3,0.238,1.32,0
2018-10-29 13:35,10,0,13,1,3.99,0.266,2.44,0
2018-10-31 10:00,10,2,10,1,3.99,0.084,1.56,1
2018-11-01 09:30,11,3,9,0,5.31,0.746,2.82,0
2018-11-08 14:10,11,3,14,0,3.72,0.714,3.48,1
2018-11-09 10:15,11,4,10,1,4.35,0.69,2.77,0
2018-11-12 10:00,11,0,10,1,3.69,0.957,1.84,0
2018-11-14 10:15,11,2,10,0,4.7,0.504,1.9,0
2018-11-16 09:45,11,4,9,0,3.45,0.436,1.99,0
2018-11-20 10:40,11,1,10,1,4.98,0.348,1.89,0
2018-11-21 09:55,11,2,9,0,3.19,0.696,1.84,0
2018-11-23 09:50,11,4,9,0,3.53,0.618,1.56,0
2018-11-28 09:20,11,2,9,1,3.07,0.338,1.66,1
2018-11-30 10:05,11,4,10,1,3.67,0.538,1.59,1
2018-12-03 10:00,12,0,10,0,4.18,0.168,2.7,0
2018-12-04 09:35,12,1,9,0,4.94,0.032,1.82,1
2018-12-05 09:45,12,2,9,0,4.9,0.585,1.83,1
2018-12-06 10:55,12,3,10,0,3.02,0.045,2.96,0
2018-12-10 09:30,12,0,9,1,3.32,0.295,2.28,1
2018-12-12 10:05,12,2,10,0,3.72,0.892,1.4,0
2018-12-13 10:55,12,3,10,1,5.27,0.481,1.59,0
2018-12-14 10:25,12,4,10,1,2.22,0.74,3.56,1
2018-12-17 10:05,12,0,10,0,2.673,0.417,1.797,0
2018-12-18 09:45,12,1,9,1,3.843,0.636,2.04,1
2018-12-19 10:35,12,2,10,0,4.623,0.262,3.41,1
2018-12-20 10:30,12,3,10,0,8.8,0.433,2.62,0
2018-12-21 14:10,12,4,14,1,6.553,0.886,1.655,1
2018-12-24 10:35,12,0,10,0,6.06,0.684,2.05,0
2018-12-27 09:35,12,3,9,0,7.34,0.914,1.59,0
2018-12-28 13:40,12,4,13,0,6.163,0.119,2.03,1
2018-12-31 09:55,12,0,9,1,3.563,0.026,1.47,0
2017-01-06 09:30,1,4,9,1,4.93,0.574,2.87,0
2017-01-09 09:35,1,0,9,0,7.13,0.127,2.46,0
2017-01-10 10:15,1,1,10,0,4.66,0.0,2.46,0
2017-01-11 10:30,1,2,10,1,4.31,0.543,2.81,1
2017-01-12 13:20,1,3,13,1,7.35,0.613,2.08,0
2017-01-13 10:10,1,4,10,1,4.29,0.114,4.86,1
2017-01-19 10:20,1,3,10,1,7.51,0.446,3.78,1
2017-01-20 13:20,1,4,13,0,8.44,0.872,2.35,0
2017-01-23 10:00,1,0,10,1,4.61,0.233,4.62,1
2017-01-24 10:10,1,1,10,0,2.57,0.444,2.56,1
2017-01-25 10:00,1,2,10,1,6.9,0.06,4.45,0
2017-01-27 09:40,1,4,9,0,4.44,0.42,3.54,0
2017-01-30 09:15,1,0,9,0,3.7,0.647,1.19,0
2017-02-01 09:45,2,2,9,1,5.23,0.877,2.86,0
2017-02-03 10:55,2,4,10,0,4.19,0.108,2.34,0
2017-02-06 14:50,2,0,14,0,7.74,0.787,1.11,0
2017-02-07 09:35,2,1,9,0,4.09,0.538,2.06,0
2017-02-08 10:10,2,2,10,0,9.08,0.923,3.72,1
2017-02-09 09:55,2,3,9,0,6.98,0.539,6.54,1
2017-02-10 10:45,2,4,10,0,6.12,0.517,3.58,0
2017-02-13 10:55,2,0,10,1,4.3,0.53,3.99,1
2017-02-14 09:30,2,1,9,0,7.42,0.537,3.08,1
2017-02-15 09:35,2,2,9,1,3.22,0.423,4.85,1
2017-02-16 10:35,2,3,10,0,5.45,0.117,2.27,0
2017-02-20 09:35,2,0,9,0,2.69,0.3,1.0,1
2017-02-21 09:45,2,1,9,1,6.53,0.177,4.02,1
2017-02-22 10:00,2,2,10,0,4.77,0.125,2.68,1
2017-02-23 10:25,2,3,10,0,7.58,0.016,2.96,0
2017-02-24 09:20,2,4,9,0,5.08,0.035,2.66,1
2017-02-27 09:55,2,0,9,0,3.25,0.99,2.07,0
2017-02-28 10:30,2,1,10,0,4.64,0.131,1.56,0
2017-03-01 09:30,3,2,9,1,6.89,0.319,2.69,1
2017-03-02 09:35,3,3,9,1,7.4,0.73,3.71,1
2017-03-03 10:50,3,4,10,0,3.76,0.479,3.94,1
2017-03-06 10:40,3,0,10,1,4.76,0.347,1.8,0
2017-03-07 09:50,3,1,9,1,3.83,0.457,2.22,0
2017-03-08 09:35,3,2,9,1,3.16,0.272,1.46,0
2017-03-10 09:25,3,4,9,0,4.17,0.444,4.72,0
2017-03-13 09:40,3,0,9,1,7.03,0.795,1.75,1
2017-03-14 10:50,3,1,10,0,5.31,0.209,3.0,1
2017-03-16 09:30,3,3,9,0,5.51,0.327,2.85,1
2017-03-17 10:15,3,4,10,0,5.73,0.271,1.4,1
2017-03-20 13:45,3,0,13,0,4.8,0.072,0.79,0
2017-03-21 10:30,3,1,10,0,5.43,0.958,2.2,0
2017-03-23 09:15,3,3,9,0,3.15,0.356,1.69,1
2017-03-27 09:45,3,0,9,0,2.3,0.8,1.85,1
2017-03-28 09:35,3,1,9,0,4.55,0.033,2.45,1
2017-03-29 10:00,3,2,10,0,4.5,0.741,2.35,1
2017-03-30 09:30,3,3,9,1,2.64,0.75,4.47,1
2017-03-31 10:30,3,4,10,0,2.1,0.754,1.65,0
2017-04-04 10:00,4,1,10,1,3.54,0.527,3.51,0
2017-04-05 10:00,4,2,10,1,5.54,0.429,2.85,1
2017-04-07 09:10,4,4,9,0,3.29,0.795,2.15,1
2017-04-10 10:00,4,0,10,1,5.48,0.466,2.22,1
2017-04-12 10:20,4,2,10,1,3.39,0.604,3.38,1
2017-04-13 10:35,4,3,10,1,4.67,0.229,2.09,1
2017-04-18 10:05,4,1,10,1,4.64,0.272,3.58,1
2017-04-19 10:30,4,2,10,1,4.42,0.513,6.25,1
2017-04-20 09:35,4,3,9,1,4.97,0.5,3.88,1
2017-04-21 13:40,4,4,13,0,7.08,0.889,2.29,1
2017-04-25 09:30,4,1,9,1,5.39,0.919,2.24,1
2017-04-26 09:50,4,2,9,1,3.55,0.762,1.79,1
2017-04-27 09:20,4,3,9,0,3.76,0.479,2.03,1
2017-04-28 09:30,4,4,9,1,3.28,0.488,2.37,1
2017-05-01 10:25,5,0,10,0,2.39,0.527,1.46,1
2017-05-04 09:30,5,3,9,1,3.82,0.614,2.57,1
2017-05-05 09:45,5,4,9,1,4.28,0.407,2.4,0
2017-05-08 09:55,5,0,9,1,7.39,0.506,1.38,0
2017-05-11 10:05,5,3,10,0,3.5,0.639,1.99,0
2017-05-12 09:20,5,4,9,0,3.1,0.5,1.74,1
2017-05-15 09:25,5,0,9,0,5.42,0.288,1.83,1
2017-05-17 10:15,5,2,10,0,7.01,0.488,2.18,0
2017-05-18 10:45,5,3,10,1,11.1,0.39,3.77,0
2017-05-19 09:35,5,4,9,0,6.42,0.532,2.58,1
2017-05-23 10:00,5,1,10,0,4.04,0.33,2.21,1
2017-05-24 10:35,5,2,10,0,4.04,0.164,1.97,1
2017-05-25 10:55,5,3,10,1,3.74,0.437,1.83,0
2017-05-29 10:05,5,0,10,1,1.39,0.208,1.57,1
2017-05-31 10:30,5,2,10,0,4.7,0.123,2.19,0
2017-06-01 09:35,6,3,9,1,3.05,0.254,2.32,1
2017-06-02 09:45,6,4,9,0,3.44,0.615,2.66,0
2017-06-06 10:05,6,1,10,0,5.85,0.313,1.85,1
2017-06-08 10:15,6,3,10,1,5.95,0.005,2.82,0
2017-06-09 10:05,6,4,10,1,3.82,0.822,3.72,0
2017-06-12 09:35,6,0,9,1,4.75,0.215,2.28,0
2017-06-13 09:30,6,1,9,1,4.15,0.622,2.73,1
2017-06-14 09:20,6,2,9,0,4.12,0.804,3.08,0
2017-06-19 10:10,6,0,10,1,2.99,0.086,1.28,0
2017-06-20 10:25,6,1,10,1,3.79,0.047,2.25,0
2017-06-21 09:30,6,2,9,1,3.55,0.702,2.34,1
2017-06-22 14:30,6,3,14,1,4.28,0.114,2.24,1
2017-06-23 14:00,6,4,14,1,5.09,0.255,1.02,1
2017-06-26 13:50,6,0,13,0,19.12,0.765,0.9,1
2017-06-28 10:45,6,2,10,1,4.99,0.676,1.67,0
2017-06-29 09:40,6,3,9,1,8.26,0.711,2.82,1
2017-06-30 09:50,6,4,9,1,3.01,0.479,1.84,1
2017-07-03 09:35,7,0,9,1,4.38,0.374,2.8,0
2017-07-04 10:05,7,1,10,1,2.11,0.175,1.39,1
2017-07-05 14:00,7,2,14,0,8.8,0.745,2.88,1
2017-07-06 10:05,7,3,10,0,2.86,0.765,2.34,1
2017-07-07 09:25,7,4,9,1,3.12,0.479,3.2,0
2017-07-11 09:45,7,1,9,0,2.44,1.0,1.36,1
2017-07-12 09:25,7,2,9,0,3.32,0.349,2.15,0
2017-07-14 09:30,7,4,9,0,5.63,0.667,1.68,0
2017-07-17 10:00,7,0,10,0,5.91,0.431,1.8,1
2017-07-18 09:35,7,1,9,0,3.47,0.667,1.55,0
2017-07-19 09:45,7,2,9,0,6.71,0.316,1.22,1
2017-07-20 09:15,7,3,9,0,4.43,0.514,1.52,0
2017-07-21 09:40,7,4,9,0,2.66,0.836,2.3,0
2017-07-24 14:00,7,0,14,1,5.81,0.63,1.03,1
2017-07-26 10:55,7,2,10,0,3.96,0.796,1.67,0
2017-09-01 09:40,9,4,9,0,3.3,0.395,4.53,1
2017-09-04 10:15,9,0,10,1,6.76,0.416,1.48,0
2017-09-06 13:30,9,2,13,1,5.51,0.703,3.39,0
2017-09-08 10:15,9,4,10,1,4.98,0.157,3.79,0
2017-09-11 09:25,9,0,9,1,4.7,0.84,2.27,0
2017-09-12 10:50,9,1,10,0,5.85,0.347,1.47,0
2017-09-14 14:35,9,3,14,0,7.38,0.236,3.2,0
2017-09-18 09:20,9,0,9,1,4.17,0.818,1.29,0
2017-09-19 10:00,9,1,10,0,2.96,0.641,2.02,1
2017-09-20 09:30,9,2,9,1,4.36,0.71,1.3,0
2017-09-21 09:40,9,3,9,1,6.93,0.193,2.59,0
2017-09-22 09:35,9,4,9,1,3.33,0.441,1.45,1
2017-09-26 09:45,9,1,9,1,9.07,0.402,2.04,0
2017-09-27 09:40,9,2,9,1,8.06,0.075,1.67,0
2017-09-28 14:45,9,3,14,0,7.12,0.536,1.43,1
2017-09-29 10:15,9,4,10,1,3.89,0.183,3.41,0
2017-10-02 09:50,10,0,9,0,3.67,0.905,1.86,1
2017-10-04 09:50,10,2,9,1,7.18,0.45,1.38,0
2017-10-05 10:05,10,3,10,1,4.63,0.82,2.4,0
2017-10-06 10:10,10,4,10,1,2.71,0.897,2.01,1
2017-10-09 10:35,10,0,10,1,4.49,0.201,1.43,1
2017-10-11 14:00,10,2,14,1,3.89,0.774,3.12,1
2017-10-13 10:05,10,4,10,0,6.02,0.324,3.28,0
2017-10-16 10:25,10,0,10,1,2.8,0.46,2.05,0
2017-10-17 09:15,10,1,9,1,3.28,0.7,1.14,0
2017-10-19 10:00,10,3,10,0,7.64,0.648,1.75,0
2017-10-23 09:35,10,0,9,1,2.6,0.468,1.91,1
2017-10-24 09:40,10,1,9,1,5.18,0.564,2.02,0
2017-10-25 10:00,10,2,10,0,2.82,0.281,4.55,0
2017-10-26 14:25,10,3,14,1,7.71,0.045,1.9,0
2017-10-27 10:55,10,4,10,0,4.2,0.254,3.7,0
2017-10-30 10:25,10,0,10,0,3.53,0.15,2.94,0
2017-10-31 10:35,10,1,10,1,5.34,0.605,2.43,1
2017-11-01 10:00,11,2,10,1,6.63,0.143,3.67,1
2017-11-02 10:30,11,3,10,0,6.02,0.212,2.58,1
2017-11-03 09:45,11,4,9,0,2.47,0.716,1.86,1
2017-11-07 09:45,11,1,9,0,4.26,0.922,2.64,1
2017-11-08 10:55,11,2,10,0,4.81,0.086,2.39,0
2017-11-09 09:40,11,3,9,1,5.24,0.327,2.71,0
2017-11-10 09:50,11,4,9,0,2.96,0.633,1.84,1
2017-11-15 09:45,11,2,9,0,3.67,0.657,4.77,1
2017-11-16 10:15,11,3,10,0,3.27,0.637,2.61,0
2017-11-17 09:45,11,4,9,0,2.92,0.012,2.35,0
2017-11-20 09:50,11,0,9,1,2.81,0.941,1.51,0
2017-11-21 09:25,11,1,9,1,4.43,0.226,4.95,1
2017-11-22 09:30,11,2,9,0,3.88,0.932,1.67,0
2017-11-27 09:35,11,0,9,0,5.06,0.386,1.64,1
2017-11-28 09:30,11,1,9,0,3.33,0.709,1.44,1
2017-11-29 10:20,11,2,10,1,4.38,0.31,4.75,0
2017-11-30 10:00,11,3,10,1,3.54,0.0,2.02,1
2017-12-01 10:35,12,4,10,1,3.73,0.116,3.04,1
2017-12-06 09:45,12,2,9,1,3.85,0.796,3.3,1
2017-12-07 09:30,12,3,9,1,5.2,0.173,2.66,0
2017-12-08 10:10,12,4,10,0,4.12,0.333,3.35,1
2017-12-11 09:40,12,0,9,1,2.71,0.837,2.06,0
2017-12-13 09:15,12,2,9,0,2.32,0.908,1.6,0
2017-12-14 10:35,12,3,10,1,4.88,0.297,1.97,1
2017-12-15 09:25,12,4,9,0,2.54,0.792,1.98,1
2017-12-19 09:45,12,1,9,1,2.64,0.274,2.28,0
2017-12-20 10:00,12,2,10,1,3.07,0.585,2.31,1
2017-12-21 10:05,12,3,10,0,2.39,0.738,2.01,0
2017-12-22 10:00,12,4,10,0,1.79,0.946,2.06,0
2017-12-26 09:25,12,1,9,0,1.9,0.167,1.52,0
2017-12-28 09:50,12,3,9,0,2.13,0.368,1.93,0
2017-12-29 09:50,12,4,9,0,2.48,0.873,2.6,0
2016-01-04 10:35,1,0,10,0,4.36,0.235,5.62,0
2016-01-05 09:15,1,1,9,1,5.58,0.307,2.47,1
2016-01-06 09:55,1,2,9,0,8.02,0.14,3.11,0
2016-01-07 10:20,1,3,10,0,9.61,0.165,2.63,1
2016-01-08 09:30,1,4,9,0,5.74,0.406,3.5,0
2016-01-11 10:45,1,0,10,1,7.15,0.067,2.43,0
2016-01-12 10:10,1,1,10,1,13.59,0.472,3.24,1
2016-01-13 10:20,1,2,10,0,3.68,0.423,3.13,0
2016-01-14 09:30,1,3,9,1,8.12,0.992,3.45,1
2016-01-15 09:35,1,4,9,0,6.65,0.911,5.11,1
2016-01-19 14:00,1,1,14,0,11.92,0.485,1.3,0
2016-01-20 10:05,1,2,10,0,9.87,0.587,2.75,0
2016-01-21 09:45,1,3,9,1,6.58,0.51,2.59,0
2016-01-22 09:25,1,4,9,1,4.74,0.365,3.18,1
2016-01-25 09:20,1,0,9,0,4.12,0.183,2.17,0
2016-01-26 09:40,1,1,9,1,5.35,0.506,2.48,1
