fecha,mes,dia_semana,hora,tipo,rango_londres,ratio_mecha_sweep,distancia_sl,resultado
2016-01-28 09:35,1,3,9,1,4.66,0.22,3.68,0
2016-01-29 10:25,1,4,10,1,5.1,0.384,4.06,1
2016-02-02 10:35,2,1,10,0,3.02,0.067,3.07,1
2016-02-04 09:30,2,3,9,0,7.27,0.957,2.93,0
2016-02-05 09:50,2,4,9,1,7.56,0.948,4.51,1
2016-02-10 09:55,2,2,9,0,8.73,0.521,3.28,1
2016-02-12 09:35,2,4,9,1,7.78,0.14,4.56,0
2016-02-15 10:55,2,0,10,1,6.98,0.077,3.51,0
2016-02-17 10:25,2,2,10,0,10.59,0.93,3.56,0
2016-02-22 10:35,2,0,10,0,9.67,0.891,4.32,0
2016-02-24 10:35,2,2,10,0,15.05,0.843,7.55,1
2016-02-25 09:25,2,3,9,1,9.3,0.199,4.69,1
2016-02-29 10:20,2,0,10,0,7.05,0.343,3.34,0
2016-03-01 10:40,3,1,10,1,10.31,0.43,3.82,0
2016-03-04 10:40,3,4,10,0,15.1,0.247,7.12,1
2016-03-07 13:20,3,0,13,1,10.27,0.865,2.54,1
2016-03-08 10:40,3,1,10,1,6.28,0.255,5.26,0
2016-03-09 10:10,3,2,10,1,11.04,0.132,5.15,1
2016-03-10 10:25,3,3,10,0,14.45,0.939,4.75,0
2016-03-14 10:10,3,0,10,1,8.45,0.181,3.94,0
2016-03-16 09:50,3,2,9,1,5.71,0.907,3.46,1
2016-03-18 14:20,3,4,14,0,14.25,0.362,3.5,1
2016-03-22 13:15,3,1,13,1,11.41,0.655,1.44,0
2016-03-23 10:10,3,2,10,1,6.54,0.897,3.56,0
2016-03-24 09:35,3,3,9,0,7.37,0.713,1.86,1
2016-03-28 09:50,3,0,9,0,4.39,0.095,3.21,1
2016-03-29 09:40,3,1,9,0,6.1,0.238,5.26,0
2016-03-30 09:40,3,2,9,1,11.51,0.067,2.04,1
2016-03-31 13:15,3,3,13,1,9.96,0.868,1.44,0
2016-04-01 10:25,4,4,10,1,6.94,0.436,5.37,1
2016-04-04 13:25,4,0,13,1,5.19,0.458,1.94,0
2016-04-05 13:55,4,1,13,1,10.29,0.504,4.24,1
2016-04-06 14:00,4,2,14,1,9.22,0.867,6.74,1
2016-04-07 10:00,4,3,10,0,13.77,0.0,2.76,1
2016-04-08 10:35,4,4,10,0,8.62,0.193,2.72,0
2016-04-12 10:30,4,1,10,1,6.72,0.532,4.55,0
2016-04-15 10:00,4,4,10,1,3.69,0.505,4.1,1
2016-04-18 09:30,4,0,9,0,8.97,0.404,2.75,1
2016-04-19 09:35,4,1,9,0,5.19,0.335,2.43,0
2016-04-20 10:00,4,2,10,0,4.33,0.736,2.91,0
2016-04-22 10:25,4,4,10,1,6.41,0.257,4.88,0
2016-04-25 10:30,4,0,10,0,5.29,0.408,2.52,1
2016-04-26 09:40,4,1,9,0,4.39,0.209,2.64,0
2016-04-27 09:20,4,2,9,0,3.38,0.991,2.22,1
2016-04-28 09:50,4,3,9,1,4.93,0.253,2.5,1
2016-05-02 10:35,5,0,10,1,11.01,0.194,3.95,0
2016-05-04 10:00,5,2,10,0,9.35,0.888,7.98,1
2016-05-05 09:15,5,3,9,0,9.57,0.761,2.94,1
2016-05-06 09:15,5,4,9,0,4.84,0.943,3.52,0
2016-05-09 10:35,5,0,10,1,8.95,0.335,3.82,0
2016-05-10 10:40,5,1,10,1,5.22,0.437,3.49,1
2016-05-12 10:15,5,3,10,0,6.79,0.42,4.71,1
2016-05-13 10:35,5,4,10,1,3.32,0.144,5.84,1
2016-05-16 10:20,5,0,10,0,3.99,0.863,5.27,1
2016-05-19 09:45,5,3,9,1,5.37,0.371,3.22,1
2016-05-20 09:40,5,4,9,0,4.47,0.553,3.13,1
2016-05-23 10:20,5,0,10,1,5.05,0.484,4.54,1
2016-05-24 10:40,5,1,10,1,4.24,0.172,3.51,0
2016-05-25 10:00,5,2,10,1,5.26,0.339,3.71,1
2016-05-26 09:30,5,3,9,0,4.45,0.302,2.72,1
2016-05-27 09:20,5,4,9,1,5.91,0.452,2.2,0
2016-05-31 10:55,5,1,10,0,3.22,0.853,3.86,0
2016-06-01 09:55,6,2,9,1,4.59,0.147,2.27,0
2016-06-02 09:45,6,3,9,1,3.19,0.315,2.59,0
2016-06-03 10:30,6,4,10,0,2.23,0.433,3.45,0
2016-06-06 09:35,6,0,9,0,3.28,0.681,2.56,0
2016-06-07 14:45,6,1,14,0,7.67,0.641,1.69,0
2016-06-08 10:10,6,2,10,0,6.04,0.186,4.32,0
2016-06-09 10:00,6,3,10,0,5.16,0.077,1.58,0
2016-06-10 10:15,6,4,10,0,5.46,0.321,2.92,0
2016-06-13 10:25,6,0,10,1,6.91,0.606,4.65,0
2016-06-14 09:30,6,1,9,0,8.2,0.201,4.1,1
2016-06-15 14:55,6,2,14,0,7.98,0.63,5.53,0
2016-06-17 09:35,6,4,9,0,9.88,0.5,2.3,0
2016-06-20 13:45,6,0,13,0,10.65,0.138,2.65,0
2016-06-21 10:55,6,1,10,1,14.65,0.152,4.17,0
2016-06-22 13:25,6,2,13,0,5.48,0.195,2.39,1
2016-06-24 09:30,6,4,9,0,20.89,0.106,10.95,1
2016-07-01 10:15,7,4,10,0,7.02,0.366,5.56,0
2016-07-04 10:25,7,0,10,0,7.13,0.937,3.32,1
2016-07-05 09:55,7,1,9,0,7.07,0.289,3.4,1
2016-07-06 10:15,7,2,10,1,10.88,0.219,6.01,1
2016-07-07 09:20,7,3,9,1,8.13,0.874,3.06,0
2016-07-11 09:20,7,0,9,1,7.32,0.788,3.98,1
2016-07-12 10:20,7,1,10,1,12.4,0.383,3.98,0
2016-07-13 10:00,7,2,10,0,7.72,0.88,3.07,1
2016-07-14 09:50,7,3,9,1,11.71,0.846,4.54,1
2016-07-15 09:50,7,4,9,1,5.07,0.761,4.15,1
2016-07-18 10:10,7,0,10,0,6.1,0.548,3.15,0
2016-07-20 10:20,7,2,10,1,10.81,0.857,3.72,1
2016-07-21 10:00,7,3,10,1,6.82,0.607,5.41,1
2016-07-22 10:10,7,4,10,1,5.13,0.227,3.74,0
2016-07-25 10:20,7,0,10,1,4.78,0.455,2.45,1
2016-07-29 09:20,7,4,9,0,5.44,0.203,2.81,0
2016-09-01 09:25,9,3,9,0,3.52,0.272,2.5,0
2016-09-02 10:05,9,4,10,0,5.12,1.0,3.42,0
2016-09-05 09:55,9,0,9,1,3.32,0.658,1.28,1
2016-09-08 09:20,9,3,9,1,3.34,0.263,2.76,0
2016-09-12 09:50,9,0,9,1,6.49,0.211,2.37,0
2016-09-13 09:20,9,1,9,1,6.56,0.486,1.7,0
2016-09-14 09:35,9,2,9,1,3.85,0.452,2.98,1
2016-09-15 10:10,9,3,10,1,4.25,0.46,3.0,0
2016-09-16 09:55,9,4,9,1,4.96,0.81,3.14,1
2016-09-20 10:00,9,1,10,1,3.93,0.618,2.08,1
2016-09-21 10:50,9,2,10,0,6.66,0.744,1.86,0
2016-09-22 10:40,9,3,10,0,2.82,0.989,2.8,0
2016-09-23 10:15,9,4,10,0,4.53,0.284,1.95,1
2016-09-26 10:00,9,0,10,0,4.51,0.863,2.12,1
2016-09-27 10:50,9,1,10,1,3.96,0.438,1.7,0
2016-09-29 09:15,9,3,9,1,3.36,0.664,2.69,1
2016-09-30 09:20,9,4,9,0,4.74,0.39,1.32,1
2016-10-03 09:30,10,0,9,1,3.32,1.0,1.96,0
2016-10-05 09:50,10,2,9,1,4.14,0.271,4.85,0
2016-10-07 09:35,10,4,9,0,5.7,0.47,3.11,1
2016-10-12 10:40,10,2,10,0,4.49,0.368,5.65,0
2016-10-13 09:50,10,3,9,1,3.49,0.223,3.82,1
2016-10-14 09:35,10,4,9,1,4.94,0.25,2.46,1
2016-10-17 10:00,10,0,10,0,4.54,0.729,2.92,0
2016-10-18 09:10,10,1,9,1,3.9,0.757,1.84,0
2016-10-19 09:50,10,2,9,0,9.97,0.351,2.63,1
2016-10-20 10:00,10,3,10,0,3.83,0.509,5.1,1
2016-10-21 09:40,10,4,9,0,5.95,0.765,1.21,1
2016-10-24 09:45,10,0,9,0,4.59,0.4,1.71,1
2016-10-26 10:45,10,2,10,1,6.08,0.299,2.86,0
2016-10-27 09:25,10,3,9,0,3.01,0.532,1.47,1
2016-10-31 13:40,10,0,13,1,4.38,0.341,2.65,1
2016-11-03 13:35,11,3,13,0,17.04,0.38,1.67,0
2016-11-04 10:05,11,4,10,0,7.72,0.638,3.05,1
2016-11-07 10:40,11,0,10,1,5.21,0.628,1.39,0
2016-11-08 10:45,11,1,10,0,6.75,0.155,7.24,1
2016-11-09 10:15,11,2,10,1,20.43,0.357,7.8,0
2016-11-10 09:20,11,3,9,1,15.23,0.671,4.12,0
2016-11-15 09:35,11,1,9,1,8.98,0.478,4.83,1
2016-11-16 09:55,11,2,9,0,7.31,0.348,2.88,1
2016-11-17 09:20,11,3,9,1,5.18,0.728,2.43,0
2016-11-18 10:05,11,4,10,0,9.67,0.113,4.83,1
2016-11-21 09:30,11,0,9,1,4.25,0.887,2.1,0
2016-11-23 09:25,11,2,9,1,6.31,0.241,5.03,0
2016-11-25 10:40,11,4,10,1,9.0,0.217,1.98,0
2016-11-28 10:15,11,0,10,1,10.27,0.56,5.09,1
2016-11-29 09:10,11,1,9,1,9.44,0.478,1.72,1
2016-11-30 10:35,11,2,10,1,8.15,0.306,4.24,0
2016-12-01 10:40,12,3,10,1,7.04,0.32,4.48,1
2016-12-02 10:55,12,4,10,0,7.29,0.72,3.97,0
2016-12-05 10:30,12,0,10,1,10.82,0.177,4.15,1
2016-12-06 13:15,12,1,13,1,5.15,0.671,1.55,1
2016-12-07 10:30,12,2,10,0,6.5,0.664,3.69,1
2016-12-12 09:40,12,0,9,0,6.22,0.871,3.06,0
2016-12-13 09:45,12,1,9,0,4.6,0.427,3.06,1
2016-12-14 09:45,12,2,9,0,2.42,0.093,2.16,1
2016-12-15 10:20,12,3,10,1,11.64,0.085,2.69,0
2016-12-19 10:05,12,0,10,1,3.85,0.847,2.91,1
2016-12-20 09:50,12,1,9,1,7.01,0.174,2.06,0
2016-12-21 09:35,12,2,9,0,3.58,0.947,1.89,1
2016-12-22 09:10,12,3,9,1,2.94,0.914,1.73,1
2016-12-27 10:35,12,1,10,1,3.3,0.086,1.98,0
2016-12-29 10:05,12,3,10,1,4.39,0.716,1.97,1
2015-01-02 10:05,1,4,10,1,14.46,0.5,3.64,1
2015-01-07 10:30,1,2,10,1,7.22,0.414,2.98,1
2015-01-08 09:30,1,3,9,0,6.47,0.811,3.2,0
2015-01-09 10:45,1,4,10,0,4.69,0.636,3.38,0
2015-01-12 14:50,1,0,14,0,10.59,0.266,1.84,0
2015-01-13 09:50,1,1,9,1,7.88,0.072,3.88,0
2015-01-14 09:20,1,2,9,0,8.55,0.599,5.79,1
2015-01-16 10:50,1,4,10,0,7.96,0.289,5.96,0
2015-01-19 10:20,1,0,10,1,4.41,0.548,2.0,0
2015-01-21 09:35,1,2,9,0,7.15,0.698,6.48,1
2015-01-22 09:45,1,3,9,0,12.8,0.228,10.32,0
2015-01-23 10:55,1,4,10,1,6.92,0.032,6.63,1
2015-01-28 09:30,1,2,9,1,6.18,0.931,2.97,0
2015-01-30 10:10,1,4,10,1,5.4,0.168,4.08,1
2015-02-02 09:30,2,0,9,1,9.04,0.374,3.15,1
2015-02-03 09:15,2,1,9,1,18.11,0.598,4.85,0
2015-02-04 10:20,2,2,10,0,8.52,0.407,4.55,1
2015-02-05 10:05,2,3,10,1,10.02,0.545,3.61,0
2015-02-06 09:30,2,4,9,1,5.52,0.573,6.16,0
2015-02-09 10:05,2,0,10,1,6.01,0.454,2.84,1
2015-02-10 10:30,2,1,10,1,10.44,0.168,4.77,0
2015-02-12 10:55,2,3,10,1,11.41,0.327,2.88,0
2015-02-13 10:50,2,4,10,0,6.09,0.285,3.06,0
2015-02-16 09:40,2,0,9,1,3.83,0.514,2.73,1
2015-02-17 10:35,2,1,10,1,5.8,0.134,3.37,0
2015-02-18 10:00,2,2,10,0,8.22,0.639,4.53,1
2015-02-19 10:10,2,3,10,1,9.25,0.783,3.4,0
2015-02-20 14:20,2,4,14,1,13.38,0.485,2.46,0
2015-02-23 10:45,2,0,10,0,11.55,0.094,6.17,1
2015-02-25 09:25,2,2,9,1,3.64,0.364,1.9,0
2015-02-26 10:25,2,3,10,1,8.22,0.408,2.74,0
2015-02-27 09:30,2,4,9,0,6.3,0.024,3.56,0
2015-03-03 10:15,3,1,10,0,4.5,0.474,3.5,1
2015-03-06 09:45,3,4,9,1,5.39,0.673,3.78,0
2015-03-09 10:00,3,0,10,1,3.31,0.46,3.04,0
2015-03-10 10:00,3,1,10,0,11.02,0.386,5.94,1
2015-03-11 10:40,3,2,10,1,7.96,0.321,2.85,0
2015-03-17 09:40,3,1,9,1,4.28,0.105,3.88,1
2015-03-19 10:15,3,3,10,1,10.15,0.554,4.83,1
2015-03-23 10:55,3,0,10,0,5.88,0.324,3.66,0
2015-03-24 10:05,3,1,10,1,7.9,0.092,3.67,1
2015-03-25 09:35,3,2,9,0,7.87,0.508,2.86,0
2015-03-26 14:15,3,3,14,1,17.14,0.278,1.7,0
2015-03-27 10:05,3,4,10,1,9.59,0.285,5.4,0
2015-03-31 10:50,3,1,10,0,8.41,0.773,2.62,1
2015-04-01 10:45,4,2,10,0,5.55,0.973,3.91,0
2015-04-02 09:30,4,3,9,1,5.98,0.414,2.99,0
2015-04-09 09:55,4,3,9,1,7.99,0.914,2.12,0
2015-04-10 09:55,4,4,9,0,11.53,0.45,3.11,1
2015-04-13 09:55,4,0,9,0,8.02,0.873,6.75,1
2015-04-14 09:35,4,1,9,0,8.76,0.626,3.82,0
2015-04-15 09:40,4,2,9,0,5.5,0.573,3.14,0
2015-04-16 09:50,4,3,9,1,5.18,0.78,2.17,0
2015-04-20 09:45,4,0,9,1,11.65,0.53,3.1,0
2015-04-21 14:20,4,1,14,0,9.16,0.442,1.6,0
2015-04-24 09:35,4,4,9,1,9.22,0.392,2.43,0
2015-04-30 10:40,4,3,10,1,7.22,0.821,5.24,0
2015-05-04 09:25,5,0,9,0,3.96,0.196,2.04,0
2015-05-05 09:30,5,1,9,0,6.75,0.31,3.12,0
2015-05-06 10:05,5,2,10,0,7.77,0.066,3.7,1
2015-05-07 10:20,5,3,10,0,6.97,0.295,5.18,0
2015-05-08 09:35,5,4,9,0,4.72,0.494,4.39,1
2015-05-11 09:55,5,0,9,0,4.59,0.176,2.74,1
2015-05-14 10:45,5,3,10,0,6.61,0.043,2.61,1
2015-05-18 10:00,5,0,10,1,6.16,0.441,2.72,0
2015-05-19 09:30,5,1,9,1,6.81,0.343,2.91,0
2015-05-20 10:30,5,2,10,0,5.82,0.191,2.44,1
2015-05-21 09:30,5,3,9,1,6.17,0.075,4.0,1
2015-05-22 09:20,5,4,9,1,6.38,0.573,2.0,0
2015-05-25 10:00,5,0,10,0,2.69,0.07,1.79,0
2015-05-26 09:30,5,1,9,1,4.77,0.107,3.86,0
2015-05-29 09:30,5,4,9,0,3.08,0.329,3.22,0
2015-06-01 10:05,6,0,10,0,4.53,0.129,4.45,1
2015-06-02 09:25,6,1,9,0,7.22,0.715,3.78,1
2015-06-03 13:55,6,2,13,1,6.0,0.956,2.35,0
2015-06-04 10:20,6,3,10,1,5.31,0.915,2.73,0
2015-06-05 10:05,6,4,10,1,4.95,0.658,6.45,1
2015-06-10 09:50,6,2,9,0,8.32,0.436,2.48,1
2015-06-11 09:50,6,3,9,1,6.45,0.133,1.74,0
2015-06-12 09:25,6,4,9,1,5.69,0.984,1.91,1
2015-06-16 10:00,6,1,10,1,6.01,0.385,2.75,0
2015-06-19 10:45,6,4,10,0,5.11,0.244,1.57,1
2015-06-22 09:40,6,0,9,1,5.53,0.737,1.64,0
2015-06-23 09:25,6,1,9,1,7.3,0.872,1.88,0
2015-06-24 09:30,6,2,9,1,6.27,0.956,2.29,0
2015-06-25 09:35,6,3,9,1,5.54,0.672,2.49,1
2015-06-26 10:00,6,4,10,1,8.41,0.225,2.85,1
2015-06-29 10:00,6,0,10,1,5.52,0.436,3.48,0
2015-06-30 10:00,6,1,10,1,7.82,0.547,2.45,0
2015-07-01 10:05,7,2,10,1,3.76,0.679,1.98,1
2015-07-02 09:15,7,3,9,0,7.35,0.608,2.35,0
2015-07-03 10:50,7,4,10,1,3.06,0.588,1.88,1
2015-07-07 09:25,7,1,9,1,4.29,0.491,4.43,0
2015-07-08 09:50,7,2,9,0,10.67,0.335,4.41,0
2015-07-09 09:55,7,3,9,0,3.34,0.143,3.37,1
2015-07-10 09:40,7,4,9,1,2.7,0.567,1.63,0
2015-07-13 09:55,7,0,9,1,7.63,0.613,3.38,1
2015-07-14 09:45,7,1,9,0,2.41,0.626,2.43,1
2015-07-15 09:55,7,2,9,1,2.17,0.458,3.19,0
2015-07-17 10:55,7,4,10,1,2.73,0.505,1.81,0
2015-07-20 09:20,7,0,9,1,7.73,0.422,2.63,0
2015-07-21 09:55,7,1,9,1,5.47,0.188,1.59,1
2015-07-22 10:25,7,2,10,1,9.19,0.371,2.69,1
2015-07-23 09:30,7,3,9,1,9.89,0.71,1.91,0
2015-07-24 14:40,7,4,14,0,8.23,0.166,5.5,0
2015-07-28 10:00,7,1,10,0,5.65,0.355,3.01,0
2015-07-29 10:10,7,2,10,1,3.6,0.459,2.56,1
2015-07-30 10:00,7,3,10,1,3.41,0.398,7.1,1
2015-07-31 10:10,7,4,10,0,3.73,0.273,8.15,1
2015-09-01 09:20,9,1,9,0,5.33,0.758,3.79,1
2015-09-02 10:50,9,2,10,1,5.39,0.4,2.86,0
2015-09-03 09:20,9,3,9,1,8.4,0.652,2.88,1
2015-09-04 09:35,9,4,9,1,3.67,0.978,4.31,0
2015-09-07 09:35,9,0,9,1,4.16,0.712,1.02,0
2015-09-10 09:25,9,3,9,0,2.64,0.956,2.77,1
2015-09-11 10:00,9,4,10,1,6.11,0.72,2.31,1
2015-09-17 14:25,9,3,14,0,5.53,0.987,5.93,0
2015-09-18 10:25,9,4,10,0,11.33,0.99,4.74,1
2015-09-22 09:50,9,1,9,1,9.86,0.25,2.75,1
2015-09-23 09:50,9,2,9,0,7.05,0.427,2.76,0
2015-09-24 10:10,9,3,10,0,3.14,0.493,2.48,0
2015-09-25 09:40,9,4,9,0,5.78,0.234,2.07,0
2015-09-29 10:00,9,1,10,0,5.9,0.228,2.81,1
2015-09-30 09:55,9,2,9,1,7.04,0.23,2.7,0
2015-10-01 10:15,10,3,10,0,4.33,0.344,3.36,1
2015-10-02 10:40,10,4,10,0,5.43,0.341,3.31,0
2015-10-05 10:15,10,0,10,0,7.44,0.294,3.24,0
2015-10-07 09:35,10,2,9,1,5.43,0.274,3.92,0
2015-10-08 09:30,10,3,9,1,2.41,0.444,2.44,1
2015-10-12 09:20,10,0,9,1,5.04,0.209,3.0,0
2015-10-13 09:20,10,1,9,0,6.44,0.056,2.34,0
2015-10-14 09:55,10,2,9,0,11.86,0.462,5.68,0
2015-10-15 09:20,10,3,9,1,4.2,0.637,3.04,0
2015-10-16 09:45,10,4,9,0,6.41,0.247,1.8,1
2015-10-19 10:20,10,0,10,0,2.97,0.766,3.37,1
2015-10-21 10:35,10,2,10,1,3.94,0.922,2.18,0
2015-10-22 09:35,10,3,9,1,3.49,0.728,4.14,1
2015-10-23 10:30,10,4,10,1,8.9,0.393,5.46,1
2015-10-26 10:55,10,0,10,0,5.87,0.202,2.9,1
2015-10-27 09:10,10,1,9,1,3.25,0.048,1.82,1
2015-10-28 10:10,10,2,10,0,3.66,0.025,2.62,0
2015-10-29 10:00,10,3,10,1,5.52,0.39,4.05,0
2015-10-30 09:25,10,4,9,1,3.53,0.292,1.39,0
2015-11-02 10:35,11,0,10,1,4.83,0.726,1.92,0
2015-11-04 09:55,11,2,9,0,4.37,0.43,4.86,1
2015-11-05 10:30,11,3,10,1,5.36,0.569,3.41,0
2015-11-06 09:35,11,4,9,1,2.37,0.337,3.62,0
2015-11-09 10:15,11,0,10,1,4.34,1.0,1.25,0
2015-11-10 10:00,11,1,10,1,4.76,0.582,2.26,1
2015-11-11 10:20,11,2,10,1,4.22,0.256,1.81,0
2015-11-12 09:30,11,3,9,1,4.91,0.46,5.07,1
2015-11-17 10:35,11,1,10,1,3.88,0.849,1.87,0
2015-11-23 10:10,11,0,10,0,5.29,0.584,4.86,0
2015-11-25 10:25,11,2,10,1,7.84,0.618,2.23,1
2015-11-27 09:30,11,4,9,1,7.74,0.512,7.12,1
2015-11-30 10:50,11,0,10,0,3.15,0.899,1.91,0
2015-12-01 09:15,12,1,9,1,5.65,0.52,3.0,0
2015-12-02 09:10,12,2,9,1,3.59,0.579,1.82,0
2015-12-03 14:10,12,3,14,0,14.21,0.218,2.98,0
2015-12-04 10:30,12,4,10,0,5.68,0.793,3.51,1
2015-12-07 10:30,12,0,10,1,3.74,0.795,2.54,0
2015-12-08 09:30,12,1,9,0,7.29,0.02,2.6,0
2015-12-09 09:30,12,2,9,0,8.29,0.911,4.68,1
2015-12-10 09:45,12,3,9,1,4.4,0.897,3.41,0
2015-12-14 09:50,12,0,9,0,5.51,0.636,2.35,1
2015-12-16 10:15,12,2,10,0,3.57,0.679,2.75,0
2015-12-17 10:20,12,3,10,1,4.99,0.156,6.29,1
2015-12-18 10:30,12,4,10,0,5.39,0.316,3.97,0
2015-12-22 09:25,12,1,9,1,2.97,0.545,3.0,0
2015-12-23 10:15,12,2,10,1,4.89,0.211,2.77,1
2015-12-24 09:55,12,3,9,0,2.97,0.324,1.91,0
2015-12-30 10:35,12,2,10,1,6.18,0.716,1.39,0
